group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,profit_factor,raw_sharpe_proxy,avg_confidence,avg_expected_return,avg_rank_score,avg_holding_days
ticker,DIS,7,0.4286,-2.29,-4.23,-16.0,0.827,-0.087,50.75,0.0429,-0.0008,2.86
ticker,ADBE,10,0.6,-1.8,10.23,-17.99,0.909,-0.041,51.55,0.448,-0.0043,3.2
ticker,NVDA,11,0.6364,-1.7,10.73,-18.69,0.907,-0.04,51.57,0.4273,0.0029,3.91
ticker,ETN,19,0.5263,-1.05,11.59,-19.93,0.911,-0.043,50.73,0.1953,-0.0019,3.21
ticker,CI,5,0.4,-4.37,-6.55,-21.83,0.72,-0.137,50.39,0.286,0.0112,4.0
ticker,CMCSA,5,0.4,-4.49,-5.82,-22.47,0.476,-0.332,51.16,0.32,0.0007,4.2
ticker,V,8,0.375,-2.85,-7.9,-22.77,0.784,-0.111,50.62,0.2662,0.004,4.0
ticker,PSX,34,0.5294,-0.67,14.12,-22.85,0.958,-0.019,50.77,0.3159,0.0107,3.26
ticker,PFE,3,0.3333,-8.25,-13.69,-24.75,0.33,-0.551,51.05,0.1867,0.0007,3.33
ticker,XOM,6,0.6667,-4.22,4.75,-25.31,0.52,-0.207,51.59,0.26,0.0026,4.33
ticker,WMB,6,0.5,-4.39,-0.15,-26.35,0.746,-0.118,50.68,0.1667,0.0264,4.5
ticker,HON,6,0.6667,-4.63,11.07,-27.8,0.701,-0.15,50.4,0.3917,-0.0111,2.5
ticker,NEM,5,0.4,-6.05,-1.74,-30.23,0.788,-0.105,51.32,0.08,0.0219,3.0
ticker,ABT,6,0.3333,-5.76,-15.83,-34.56,0.58,-0.266,51.05,0.2967,0.0002,3.17
ticker,DUK,4,0.25,-8.7,-18.18,-34.81,0.394,-0.48,50.2,0.3175,0.0026,2.5
ticker,EQIX,15,0.4667,-2.35,-3.13,-35.19,0.816,-0.089,50.63,0.2013,-0.0055,3.33
ticker,RTX,5,0.4,-7.34,-5.61,-36.72,0.442,-0.342,50.94,0.088,0.0032,3.2
ticker,AVB,5,0.2,-7.48,-13.73,-37.39,0.457,-0.35,50.75,0.454,0.0097,3.6
ticker,ABBV,46,0.5652,-0.81,7.96,-37.47,0.915,-0.037,50.94,0.2089,0.0122,3.17
ticker,INTC,4,0.25,-10.08,-18.71,-40.3,0.475,-0.34,51.91,-0.0625,-0.0012,4.0
ticker,VZ,10,0.5,-4.09,-7.3,-40.87,0.574,-0.261,51.4,0.299,-0.0029,2.5
ticker,OXY,3,0.3333,-13.65,-29.74,-40.95,0.36,-0.526,51.29,0.2833,0.0139,2.33
ticker,DHR,3,0.3333,-13.88,-8.57,-41.64,0.027,-0.93,50.14,0.06,0.0172,2.67
ticker,BA,6,0.5,-7.25,-2.21,-43.53,0.634,-0.212,51.25,0.3533,-0.0032,3.67
ticker,GIS,6,0.3333,-7.4,-16.71,-44.41,0.483,-0.355,50.51,0.1967,0.0125,3.0
ticker,NEE,4,0.25,-11.11,-17.9,-44.45,0.279,-0.656,50.44,0.2925,0.0014,4.0
ticker,EMR,6,0.3333,-7.49,-7.94,-44.92,0.353,-0.437,51.85,-0.0633,-0.0035,3.17
ticker,AMZN,2,0.5,-22.79,-22.79,-45.57,0.245,-0.606,53.04,0.145,-0.0058,4.5
ticker,GE,5,0.2,-9.36,-15.6,-46.8,0.182,-0.727,51.59,0.096,0.0068,3.2
ticker,AMGN,3,0.3333,-16.14,-47.85,-48.43,0.53,-0.322,51.51,0.5233,0.0231,3.33
ticker,SHW,18,0.5556,-2.74,9.01,-49.27,0.767,-0.123,51.01,0.1794,0.0009,3.0
ticker,GM,7,0.4286,-7.47,-23.77,-52.28,0.611,-0.237,51.05,0.2414,0.0164,2.43
ticker,HSY,12,0.5,-4.61,-2.14,-55.32,0.639,-0.198,51.19,0.1992,0.0073,3.25
ticker,PG,28,0.5714,-1.99,6.08,-55.71,0.767,-0.115,51.48,0.1975,-0.0016,2.82
ticker,LOW,2,0.0,-28.14,-28.14,-56.28,0.0,-8.157,50.96,0.01,-0.0022,3.0
ticker,AXP,4,0.25,-14.63,-25.4,-58.54,0.34,-0.555,51.68,0.15,0.006,1.75
ticker,COF,13,0.4615,-4.55,-0.59,-59.13,0.733,-0.139,51.45,0.37,0.0076,4.0
ticker,D,17,0.4706,-3.5,-2.15,-59.58,0.667,-0.182,51.17,0.2935,0.0011,3.35
ticker,F,6,0.5,-10.22,-6.73,-61.33,0.556,-0.279,50.87,0.185,0.0045,2.17
ticker,CL,22,0.5,-2.81,0.74,-61.8,0.637,-0.209,50.75,0.2464,-0.0037,3.18
ticker,MRK,8,0.25,-7.92,-17.29,-63.32,0.435,-0.4,51.1,0.0763,0.0027,3.25
ticker,SCHW,13,0.4615,-5.04,-9.53,-65.55,0.723,-0.149,50.64,0.0515,0.0045,3.0
ticker,UPS,11,0.3636,-6.14,-23.46,-67.58,0.614,-0.231,51.16,0.1882,0.0054,3.09
ticker,COP,13,0.4615,-5.76,-23.63,-74.94,0.732,-0.15,50.72,0.3262,0.0102,2.92
ticker,JPM,6,0.3333,-12.52,-27.02,-75.13,0.419,-0.434,50.95,0.1167,0.005,3.17
